Year,Peak Frequency
2019 (Pre-Covid),111.3
2019 (Pre-Covid),205.1
2019 (Pre-Covid),222.7
2019 (Pre-Covid),222.7
2019 (Pre-Covid),199.2
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),234.4
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),234.4
2019 (Pre-Covid),240.2
2019 (Pre-Covid),234.4
2019 (Pre-Covid),228.5
2019 (Pre-Covid),234.4
2019 (Pre-Covid),234.4
2019 (Pre-Covid),228.5
2019 (Pre-Covid),240.2
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),240.2
2019 (Pre-Covid),228.5
2019 (Pre-Covid),240.2
2019 (Pre-Covid),222.7
2019 (Pre-Covid),240.2
2019 (Pre-Covid),234.4
2019 (Pre-Covid),228.5
2019 (Pre-Covid),234.4
2019 (Pre-Covid),228.5
2019 (Pre-Covid),234.4
2019 (Pre-Covid),234.4
2019 (Pre-Covid),234.4
2019 (Pre-Covid),240.2
2019 (Pre-Covid),240.2
2019 (Pre-Covid),240.2
2019 (Pre-Covid),234.4
2019 (Pre-Covid),199.2
2019 (Pre-Covid),228.5
2019 (Pre-Covid),246.1
2019 (Pre-Covid),228.5
2019 (Pre-Covid),240.2
2019 (Pre-Covid),240.2
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),210.9
2019 (Pre-Covid),210.9
2019 (Pre-Covid),228.5
2019 (Pre-Covid),222.7
2019 (Pre-Covid),316.4
2019 (Pre-Covid),193.4
2019 (Pre-Covid),216.8
2019 (Pre-Covid),351.6
2019 (Pre-Covid),234.4
2019 (Pre-Covid),99.6
2019 (Pre-Covid),287.1
2019 (Pre-Covid),228.5
2019 (Pre-Covid),210.9
2019 (Pre-Covid),199.2
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),310.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),205.1
2019 (Pre-Covid),228.5
2019 (Pre-Covid),234.4
2019 (Pre-Covid),345.7
2019 (Pre-Covid),228.5
2019 (Pre-Covid),234.4
2019 (Pre-Covid),234.4
2019 (Pre-Covid),240.2
2019 (Pre-Covid),228.5
2019 (Pre-Covid),240.2
2019 (Pre-Covid),240.2
2019 (Pre-Covid),345.7
2019 (Pre-Covid),222.7
2019 (Pre-Covid),240.2
2019 (Pre-Covid),234.4
2019 (Pre-Covid),240.2
2019 (Pre-Covid),234.4
2019 (Pre-Covid),240.2
2019 (Pre-Covid),240.2
2019 (Pre-Covid),234.4
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),240.2
2019 (Pre-Covid),234.4
2019 (Pre-Covid),228.5
2019 (Pre-Covid),240.2
2019 (Pre-Covid),240.2
2019 (Pre-Covid),228.5
2019 (Pre-Covid),105.5
2019 (Pre-Covid),246.1
2019 (Pre-Covid),234.4
2019 (Pre-Covid),228.5
2019 (Pre-Covid),240.2
2019 (Pre-Covid),228.5
2019 (Pre-Covid),158.2
2019 (Pre-Covid),210.9
2019 (Pre-Covid),234.4
2019 (Pre-Covid),234.4
2019 (Pre-Covid),240.2
2019 (Pre-Covid),234.4
2019 (Pre-Covid),234.4
2019 (Pre-Covid),228.5
2019 (Pre-Covid),240.2
2019 (Pre-Covid),228.5
2019 (Pre-Covid),210.9
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),234.4
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),404.3
2019 (Pre-Covid),240.2
2019 (Pre-Covid),193.4
2019 (Pre-Covid),228.5
2019 (Pre-Covid),199.2
2019 (Pre-Covid),234.4
2019 (Pre-Covid),240.2
2019 (Pre-Covid),228.5
2019 (Pre-Covid),199.2
2019 (Pre-Covid),228.5
2019 (Pre-Covid),298.8
2019 (Pre-Covid),228.5
2019 (Pre-Covid),199.2
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),240.2
2019 (Pre-Covid),205.1
2019 (Pre-Covid),210.9
2019 (Pre-Covid),222.7
2019 (Pre-Covid),199.2
2019 (Pre-Covid),216.8
2019 (Pre-Covid),199.2
2019 (Pre-Covid),257.8
2019 (Pre-Covid),199.2
2019 (Pre-Covid),216.8
2019 (Pre-Covid),439.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),111.3
2019 (Pre-Covid),228.5
2019 (Pre-Covid),205.1
2019 (Pre-Covid),234.4
2019 (Pre-Covid),228.5
2019 (Pre-Covid),234.4
2019 (Pre-Covid),234.4
2019 (Pre-Covid),222.7
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),222.7
2019 (Pre-Covid),222.7
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),205.1
2019 (Pre-Covid),228.5
2019 (Pre-Covid),234.4
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),234.4
2019 (Pre-Covid),228.5
2019 (Pre-Covid),234.4
2019 (Pre-Covid),234.4
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),234.4
2019 (Pre-Covid),234.4
2019 (Pre-Covid),234.4
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),234.4
2019 (Pre-Covid),228.5
2019 (Pre-Covid),234.4
2019 (Pre-Covid),234.4
2019 (Pre-Covid),228.5
2019 (Pre-Covid),234.4
2019 (Pre-Covid),234.4
2019 (Pre-Covid),234.4
2019 (Pre-Covid),234.4
2019 (Pre-Covid),193.4
2019 (Pre-Covid),222.7
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),222.7
2019 (Pre-Covid),228.5
2019 (Pre-Covid),205.1
2019 (Pre-Covid),310.5
2019 (Pre-Covid),199.2
2019 (Pre-Covid),205.1
2019 (Pre-Covid),228.5
2019 (Pre-Covid),199.2
2019 (Pre-Covid),439.5
2019 (Pre-Covid),222.7
2019 (Pre-Covid),234.4
2019 (Pre-Covid),222.7
2019 (Pre-Covid),222.7
2019 (Pre-Covid),222.7
2019 (Pre-Covid),228.5
2019 (Pre-Covid),210.9
2019 (Pre-Covid),222.7
2019 (Pre-Covid),199.2
2019 (Pre-Covid),111.3
2019 (Pre-Covid),234.4
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),234.4
2019 (Pre-Covid),234.4
2019 (Pre-Covid),228.5
2019 (Pre-Covid),205.1
2019 (Pre-Covid),228.5
2019 (Pre-Covid),234.4
2019 (Pre-Covid),222.7
2019 (Pre-Covid),228.5
2019 (Pre-Covid),240.2
2019 (Pre-Covid),234.4
2019 (Pre-Covid),234.4
2019 (Pre-Covid),228.5
2019 (Pre-Covid),234.4
2019 (Pre-Covid),222.7
2019 (Pre-Covid),228.5
2019 (Pre-Covid),240.2
2019 (Pre-Covid),222.7
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),234.4
2019 (Pre-Covid),228.5
2019 (Pre-Covid),234.4
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),216.8
2019 (Pre-Covid),228.5
2019 (Pre-Covid),216.8
2019 (Pre-Covid),234.4
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),199.2
2019 (Pre-Covid),234.4
2019 (Pre-Covid),99.6
2019 (Pre-Covid),234.4
2019 (Pre-Covid),234.4
2019 (Pre-Covid),234.4
2019 (Pre-Covid),222.7
2019 (Pre-Covid),234.4
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),216.8
2019 (Pre-Covid),228.5
2019 (Pre-Covid),234.4
2019 (Pre-Covid),228.5
2019 (Pre-Covid),298.8
2019 (Pre-Covid),105.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),193.4
2019 (Pre-Covid),240.2
2019 (Pre-Covid),234.4
2019 (Pre-Covid),234.4
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2019 (Pre-Covid),228.5
2020 (Covid),175.8
2020 (Covid),175.8
2020 (Covid),234.4
2020 (Covid),199.2
2020 (Covid),222.7
2020 (Covid),210.9
2020 (Covid),234.4
2020 (Covid),410.2
2020 (Covid),234.4
2020 (Covid),222.7
2020 (Covid),222.7
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),93.8
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),93.8
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),246.1
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),93.8
2020 (Covid),234.4
2020 (Covid),222.7
2020 (Covid),222.7
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),117.2
2020 (Covid),82
2020 (Covid),234.4
2020 (Covid),222.7
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),199.2
2020 (Covid),199.2
2020 (Covid),234.4
2020 (Covid),222.7
2020 (Covid),210.9
2020 (Covid),187.5
2020 (Covid),246.1
2020 (Covid),175.8
2020 (Covid),234.4
2020 (Covid),175.8
2020 (Covid),234.4
2020 (Covid),210.9
2020 (Covid),222.7
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),222.7
2020 (Covid),234.4
2020 (Covid),222.7
2020 (Covid),187.5
2020 (Covid),210.9
2020 (Covid),222.7
2020 (Covid),117.2
2020 (Covid),175.8
2020 (Covid),234.4
2020 (Covid),199.2
2020 (Covid),117.2
2020 (Covid),234.4
2020 (Covid),187.5
2020 (Covid),187.5
2020 (Covid),234.4
2020 (Covid),175.8
2020 (Covid),222.7
2020 (Covid),234.4
2020 (Covid),246.1
2020 (Covid),187.5
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),175.8
2020 (Covid),187.5
2020 (Covid),175.8
2020 (Covid),234.4
2020 (Covid),222.7
2020 (Covid),175.8
2020 (Covid),222.7
2020 (Covid),234.4
2020 (Covid),187.5
2020 (Covid),199.2
2020 (Covid),257.8
2020 (Covid),246.1
2020 (Covid),234.4
2020 (Covid),199.2
2020 (Covid),187.5
2020 (Covid),246.1
2020 (Covid),210.9
2020 (Covid),199.2
2020 (Covid),234.4
2020 (Covid),93.8
2020 (Covid),246.1
2020 (Covid),70.3
2020 (Covid),187.5
2020 (Covid),175.8
2020 (Covid),117.2
2020 (Covid),222.7
2020 (Covid),222.7
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),246.1
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),246.1
2020 (Covid),234.4
2020 (Covid),246.1
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),117.2
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),246.1
2020 (Covid),246.1
2020 (Covid),246.1
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),246.1
2020 (Covid),246.1
2020 (Covid),246.1
2020 (Covid),246.1
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),246.1
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),246.1
2020 (Covid),246.1
2020 (Covid),246.1
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),246.1
2020 (Covid),234.4
2020 (Covid),246.1
2020 (Covid),234.4
2020 (Covid),246.1
2020 (Covid),222.7
2020 (Covid),222.7
2020 (Covid),234.4
2020 (Covid),222.7
2020 (Covid),234.4
2020 (Covid),222.7
2020 (Covid),246.1
2020 (Covid),246.1
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),246.1
2020 (Covid),246.1
2020 (Covid),246.1
2020 (Covid),246.1
2020 (Covid),246.1
2020 (Covid),246.1
2020 (Covid),246.1
2020 (Covid),246.1
2020 (Covid),246.1
2020 (Covid),246.1
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),246.1
2020 (Covid),222.7
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),199.2
2020 (Covid),234.4
2020 (Covid),222.7
2020 (Covid),222.7
2020 (Covid),187.5
2020 (Covid),246.1
2020 (Covid),234.4
2020 (Covid),246.1
2020 (Covid),175.8
2020 (Covid),246.1
2020 (Covid),175.8
2020 (Covid),246.1
2020 (Covid),222.7
2020 (Covid),199.2
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),222.7
2020 (Covid),234.4
2020 (Covid),246.1
2020 (Covid),234.4
2020 (Covid),187.5
2020 (Covid),117.2
2020 (Covid),117.2
2020 (Covid),246.1
2020 (Covid),117.2
2020 (Covid),117.2
2020 (Covid),117.2
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),246.1
2020 (Covid),246.1
2020 (Covid),222.7
2020 (Covid),210.9
2020 (Covid),246.1
2020 (Covid),210.9
2020 (Covid),128.9
2020 (Covid),199.2
2020 (Covid),210.9
2020 (Covid),210.9
2020 (Covid),210.9
2020 (Covid),140.6
2020 (Covid),199.2
2020 (Covid),199.2
2020 (Covid),210.9
2020 (Covid),187.5
2020 (Covid),117.2
2020 (Covid),199.2
2020 (Covid),222.7
2020 (Covid),246.1
2020 (Covid),234.4
2020 (Covid),199.2
2020 (Covid),234.4
2020 (Covid),199.2
2020 (Covid),234.4
2020 (Covid),199.2
2020 (Covid),187.5
2020 (Covid),234.4
2020 (Covid),246.1
2020 (Covid),187.5
2020 (Covid),199.2
2020 (Covid),199.2
2020 (Covid),199.2
2020 (Covid),234.4
2020 (Covid),210.9
2020 (Covid),210.9
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),222.7
2020 (Covid),164.1
2020 (Covid),210.9
2020 (Covid),246.1
2020 (Covid),234.4
2020 (Covid),105.5
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),222.7
2020 (Covid),199.2
2020 (Covid),222.7
2020 (Covid),210.9
2020 (Covid),246.1
2020 (Covid),175.8
2020 (Covid),199.2
2020 (Covid),187.5
2020 (Covid),187.5
2020 (Covid),234.4
2020 (Covid),199.2
2020 (Covid),187.5
2020 (Covid),246.1
2020 (Covid),222.7
2020 (Covid),210.9
2020 (Covid),199.2
2020 (Covid),222.7
2020 (Covid),234.4
2020 (Covid),222.7
2020 (Covid),187.5
2020 (Covid),210.9
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),210.9
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),246.1
2020 (Covid),246.1
2020 (Covid),246.1
2020 (Covid),246.1
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),210.9
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),246.1
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),210.9
2020 (Covid),246.1
2020 (Covid),257.8
2020 (Covid),234.4
2020 (Covid),246.1
2020 (Covid),222.7
2020 (Covid),222.7
2020 (Covid),187.5
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),175.8
2020 (Covid),234.4
2020 (Covid),210.9
2020 (Covid),187.5
2020 (Covid),234.4
2020 (Covid),246.1
2020 (Covid),234.4
2020 (Covid),246.1
2020 (Covid),234.4
2020 (Covid),210.9
2020 (Covid),234.4
2020 (Covid),222.7
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),246.1
2020 (Covid),246.1
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),246.1
2020 (Covid),246.1
2020 (Covid),246.1
2020 (Covid),257.8
2020 (Covid),246.1
2020 (Covid),246.1
2020 (Covid),246.1
2020 (Covid),269.5
2020 (Covid),246.1
2020 (Covid),234.4
2020 (Covid),246.1
2020 (Covid),257.8
2020 (Covid),234.4
2020 (Covid),187.5
2020 (Covid),210.9
2020 (Covid),187.5
2020 (Covid),246.1
2020 (Covid),222.7
2020 (Covid),222.7
2020 (Covid),187.5
2020 (Covid),164.1
2020 (Covid),222.7
2020 (Covid),210.9
2020 (Covid),210.9
2020 (Covid),222.7
2020 (Covid),117.2
2020 (Covid),234.4
2020 (Covid),117.2
2020 (Covid),222.7
2020 (Covid),187.5
2020 (Covid),187.5
2020 (Covid),257.8
2020 (Covid),234.4
2020 (Covid),187.5
2020 (Covid),257.8
2020 (Covid),222.7
2020 (Covid),210.9
2020 (Covid),246.1
2020 (Covid),187.5
2020 (Covid),210.9
2020 (Covid),175.8
2020 (Covid),222.7
2020 (Covid),210.9
2020 (Covid),222.7
2020 (Covid),199.2
2020 (Covid),246.1
2020 (Covid),257.8
2020 (Covid),187.5
2020 (Covid),246.1
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),222.7
2020 (Covid),187.5
2020 (Covid),222.7
2020 (Covid),222.7
2020 (Covid),234.4
2020 (Covid),199.2
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),222.7
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),222.7
2020 (Covid),222.7
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),199.2
2020 (Covid),210.9
2020 (Covid),199.2
2020 (Covid),234.4
2020 (Covid),246.1
2020 (Covid),246.1
2020 (Covid),222.7
2020 (Covid),234.4
2020 (Covid),222.7
2020 (Covid),234.4
2020 (Covid),246.1
2020 (Covid),222.7
2020 (Covid),222.7
2020 (Covid),234.4
2020 (Covid),199.2
2020 (Covid),246.1
2020 (Covid),246.1
2020 (Covid),210.9
2020 (Covid),234.4
2020 (Covid),246.1
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),199.2
2020 (Covid),187.5
2020 (Covid),199.2
2020 (Covid),246.1
2020 (Covid),210.9
2020 (Covid),222.7
2020 (Covid),234.4
2020 (Covid),175.8
2020 (Covid),187.5
2020 (Covid),234.4
2020 (Covid),246.1
2020 (Covid),187.5
2020 (Covid),187.5
2020 (Covid),269.5
2020 (Covid),210.9
2020 (Covid),152.3
2020 (Covid),222.7
2020 (Covid),175.8
2020 (Covid),234.4
2020 (Covid),199.2
2020 (Covid),222.7
2020 (Covid),246.1
2020 (Covid),199.2
2020 (Covid),117.2
2020 (Covid),117.2
2020 (Covid),210.9
2020 (Covid),222.7
2020 (Covid),234.4
2020 (Covid),140.6
2020 (Covid),187.5
2020 (Covid),210.9
2020 (Covid),210.9
2020 (Covid),222.7
2020 (Covid),117.2
2020 (Covid),46.9
2020 (Covid),246.1
2020 (Covid),351.6
2020 (Covid),234.4
2020 (Covid),234.4
2020 (Covid),175.8
2020 (Covid),164.1
2020 (Covid),234.4
2020 (Covid),210.9
2020 (Covid),222.7
2020 (Covid),187.5
2020 (Covid),234.4
2020 (Covid),187.5
2020 (Covid),187.5
2020 (Covid),117.2
2020 (Covid),117.2
2020 (Covid),222.7
2020 (Covid),222.7
2020 (Covid),199.2
2020 (Covid),199.2
2020 (Covid),269.5
2020 (Covid),234.4
2020 (Covid),199.2
2020 (Covid),222.7
